Volatility,3,Framework,2.9.0
PID,Process,Base,Size,Name,Path,LoadTime,File,output
972,dwm.exe,0x7ffa3f000000,0xd000,HID.DLL,C:\Windows\system32\HID.DLL,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa40e10000,0x15d000,CRYPT32.dll,C:\Windows\System32\CRYPT32.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa41760000,0x27000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa42ed0000,0xcd000,OLEAUT32.dll,C:\Windows\System32\OLEAUT32.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3b4e0000,0x6a000,NInput.dll,C:\Windows\system32\NInput.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa40520000,0x12000,MSASN1.dll,C:\Windows\system32\MSASN1.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa42360000,0xa9000,clbcatq.dll,C:\Windows\System32\clbcatq.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3b300000,0x1b4000,WindowsCodecs.dll,C:\Windows\system32\WindowsCodecs.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3b230000,0xa1000,windowmanagementapi.dll,C:\Windows\System32\windowmanagementapi.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3b020000,0x203000,twinapi.appcore.dll,C:\Windows\SYSTEM32\twinapi.appcore.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3af60000,0x47000,UIAnimation.dll,C:\Windows\System32\UIAnimation.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3aee0000,0x61000,DispBroker.Desktop.dll,C:\Windows\System32\DispBroker.Desktop.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3ae30000,0xae000,mscms.dll,C:\Windows\System32\mscms.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3ae10000,0x11000,ColorAdapterClient.dll,C:\Windows\System32\ColorAdapterClient.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa40cc0000,0x2e000,USERENV.dll,C:\Windows\System32\USERENV.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3f7d0000,0x34000,rsaenh.dll,C:\Windows\system32\rsaenh.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa400b0000,0xc000,CRYPTBASE.dll,C:\Windows\system32\CRYPTBASE.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa42340000,0x1d000,-,-,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa3f010000,0x23000,gpapi.dll,C:\Windows\SYSTEM32\gpapi.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa393b0000,0x1e000,gameinput.dll,c:\windows\system32\gameinput.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa38e20000,0xe8000,Windows.Gaming.Input.dll,C:\Windows\System32\Windows.Gaming.Input.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa385c0000,0x7d0000,OneCoreUAPCommonProxyStub.dll,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,2024-09-17,22:13:24.000000,UTC,Disabled
972,dwm.exe,0x7ffa36490000,0xa2000,-,-,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa36150000,0x5e000,-,-,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa360c0000,0x8d000,Windows.Graphics.dll,C:\Windows\System32\Windows.Graphics.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa3d580000,0x14000,wtsapi32.dll,C:\Windows\SYSTEM32\wtsapi32.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa40b40000,0x5b000,WINSTA.dll,C:\Windows\SYSTEM32\WINSTA.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa37520000,0x6f6000,D3D10Warp.dll,C:\Windows\system32\D3D10Warp.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa374e0000,0x3b000,dxcore.dll,C:\Windows\SYSTEM32\dxcore.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa36090000,0x29000,Cabinet.dll,C:\Windows\system32\Cabinet.dll,2024-09-17,22:13:25.000000,UTC,Disabled
972,dwm.exe,0x7ffa35840000,0xac000,TextShaping.dll,C:\Windows\system32\TextShaping.dll,2024-09-17,22:14:14.000000,UTC,Disabled
972,dwm.exe,0x7ffa0c250000,0x43000,wuceffects.dll,C:\Windows\system32\wuceffects.dll,2024-09-17,22:17:15.000000,UTC,Disabled
424,svchost.exe,0x7ff6e4bc0000,0x10000,svchost.exe,C:\Windows\system32\svchost.exe,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa43730000,0x1f8000,ntdll.dll,C:\Windows\SYSTEM32\ntdll.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42610000,0xbd000,KERNEL32.DLL,C:\Windows\System32\KERNEL32.DLL,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41340000,0x2f6000,KERNELBASE.dll,C:\Windows\System32\KERNELBASE.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42ba0000,0x9c000,sechost.dll,C:\Windows\System32\sechost.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41870000,0x126000,RPCRT4.dll,C:\Windows\System32\RPCRT4.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41110000,0x100000,ucrtbase.dll,C:\Windows\System32\ucrtbase.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42830000,0x354000,combase.dll,C:\Windows\System32\combase.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3dfd0000,0x12000,kernel.appcore.dll,C:\Windows\SYSTEM32\kernel.appcore.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41a00000,0x9e000,msvcrt.dll,C:\Windows\System32\msvcrt.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41210000,0x82000,bcryptPrimitives.dll,C:\Windows\System32\bcryptPrimitives.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41b30000,0x19e000,user32.dll,C:\Windows\System32\user32.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40f70000,0x22000,win32u.dll,C:\Windows\System32\win32u.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42800000,0x2c000,GDI32.dll,C:\Windows\System32\GDI32.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa41640000,0x11a000,gdi32full.dll,C:\Windows\System32\gdi32full.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa412a0000,0x9d000,msvcp_win.dll,C:\Windows\System32\msvcp_win.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3bae0000,0x14e000,gpsvc.dll,c:\windows\system32\gpsvc.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3dba0000,0xc000,SYSNTFY.dll,c:\windows\system32\SYSNTFY.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40c50000,0x12000,UMPDC.dll,c:\windows\system32\UMPDC.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3bac0000,0x1d000,nlaapi.dll,c:\windows\system32\nlaapi.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3fee0000,0x3b000,IPHLPAPI.DLL,c:\windows\system32\IPHLPAPI.DLL,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40040000,0x2d000,WLDP.DLL,C:\Windows\SYSTEM32\WLDP.DLL,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42140000,0xaf000,advapi32.dll,C:\Windows\System32\advapi32.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3bab0000,0xa000,DSROLE.dll,c:\windows\system32\DSROLE.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42ed0000,0xcd000,OLEAUT32.dll,C:\Windows\System32\OLEAUT32.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40fa0000,0x4e000,cfgmgr32.dll,C:\Windows\System32\cfgmgr32.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40c70000,0x4b000,powrprof.dll,C:\Windows\SYSTEM32\powrprof.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40cc0000,0x2e000,USERENV.dll,c:\windows\system32\USERENV.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa40a90000,0x33000,ntmarta.dll,C:\Windows\SYSTEM32\ntmarta.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa3dcc0000,0x2a000,rmclient.dll,C:\Windows\SYSTEM32\rmclient.dll,2024-09-17,22:13:23.000000,UTC,Disabled
424,svchost.exe,0x7ffa42360000,0xa9000,clbcatq.dll,C:\Windows\System32\clbcatq.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b8b0000,0x3f000,netprofm.dll,C:\Windows\System32\netprofm.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b7d0000,0xcd000,schedsvc.dll,c:\windows\system32\schedsvc.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b550000,0x4a000,UBPM.dll,c:\windows\system32\UBPM.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40b10000,0x19000,EventAggregation.dll,c:\windows\system32\EventAggregation.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f510000,0x4f000,AUTHZ.dll,c:\windows\system32\AUTHZ.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b4c0000,0x11000,WMICLNT.dll,c:\windows\system32\WMICLNT.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40cf0000,0x32000,SspiCli.dll,C:\Windows\System32\SspiCli.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa41760000,0x27000,bcrypt.dll,C:\Windows\System32\bcrypt.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3afb0000,0x6c000,taskcomp.dll,C:\Windows\system32\taskcomp.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40a70000,0x18000,cryptsp.dll,C:\Windows\SYSTEM32\cryptsp.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa38e10000,0xa000,CSystemEventsBrokerClient.dll,c:\windows\system32\CSystemEventsBrokerClient.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa38d90000,0x7c000,profsvc.dll,c:\windows\system32\profsvc.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40d40000,0x25000,profapi.dll,c:\windows\system32\profapi.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa38450000,0x30000,profsvcext.dll,C:\Windows\SYSTEM32\profsvcext.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa41810000,0x56000,WLDAP32.dll,C:\Windows\System32\WLDAP32.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3fc00000,0x43000,logoncli.dll,c:\windows\system32\logoncli.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40090000,0x19000,wkscli.dll,c:\windows\system32\wkscli.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3ffc0000,0xc000,netutils.dll,c:\windows\system32\netutils.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f010000,0x23000,gpapi.dll,C:\Windows\SYSTEM32\gpapi.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa380c0000,0x170000,usermgr.dll,c:\windows\system32\usermgr.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa42480000,0xad000,SHCORE.dll,C:\Windows\System32\SHCORE.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa40e10000,0x15d000,CRYPT32.dll,C:\Windows\System32\CRYPT32.dll,2024-09-17,22:13:24.000000,UTC,Disabled
424,svchost.exe,0x7ffa3cac0000,0x155000,wintypes.dll,C:\Windows\SYSTEM32\wintypes.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa368b0000,0x102000,AppXDeploymentClient.dll,c:\windows\system32\AppXDeploymentClient.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa36540000,0x54000,usermgrproxy.dll,C:\Windows\System32\usermgrproxy.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa363f0000,0xe000,TimeBrokerClient.dll,c:\windows\system32\TimeBrokerClient.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa36350000,0x2f000,WPTaskScheduler.dll,C:\Windows\SYSTEM32\WPTaskScheduler.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f380000,0x34000,netjoin.dll,C:\Windows\SYSTEM32\netjoin.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa400f0000,0x2b000,JoinUtil.dll,C:\Windows\SYSTEM32\JoinUtil.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa42e60000,0x6b000,WS2_32.dll,C:\Windows\System32\WS2_32.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa3ff20000,0x6a000,mswsock.dll,C:\Windows\system32\mswsock.dll,2024-09-17,22:13:25.000000,UTC,Disabled
424,svchost.exe,0x7ffa3d580000,0x14000,wtsapi32.dll,C:\Windows\SYSTEM32\wtsapi32.dll,2024-09-17,22:13:26.000000,UTC,Disabled
424,svchost.exe,0x7ffa40b40000,0x5b000,WINSTA.dll,C:\Windows\SYSTEM32\WINSTA.dll,2024-09-17,22:13:26.000000,UTC,Disabled
424,svchost.exe,0x7ffa3bc50000,0xa000,DABAPI.dll,c:\windows\system32\DABAPI.dll,2024-09-17,22:13:26.000000,UTC,Disabled
424,svchost.exe,0x7ffa37c20000,0x65000,wevtapi.dll,C:\Windows\SYSTEM32\wevtapi.dll,2024-09-17,22:13:26.000000,UTC,Disabled
424,svchost.exe,0x7ffa35cb0000,0x17000,themeservice.dll,c:\windows\system32\themeservice.dll,2024-09-17,22:13:27.000000,UTC,Disabled
424,svchost.exe,0x7ffa35c10000,0x18000,sens.dll,c:\windows\system32\sens.dll,2024-09-17,22:13:27.000000,UTC,Disabled
424,svchost.exe,0x7ffa35910000,0x10000,npmproxy.dll,C:\Windows\System32\npmproxy.dll,2024-09-17,22:13:28.000000,UTC,Disabled
424,svchost.exe,0x7ffa419a0000,0x55000,shlwapi.dll,C:\Windows\System32\shlwapi.dll,2024-09-17,22:13:28.000000,UTC,Disabled
424,svchost.exe,0x7ffa42fa0000,0x745000,SHELL32.dll,C:\Windows\System32\SHELL32.dll,2024-09-17,22:13:28.000000,UTC,Disabled
424,svchost.exe,0x7ffa3e860000,0x79b000,windows.storage.dll,C:\Windows\SYSTEM32\windows.storage.dll,2024-09-17,22:13:28.000000,UTC,Disabled
424,svchost.exe,0x7ffa3c2f0000,0xf6000,PROPSYS.dll,C:\Windows\SYSTEM32\PROPSYS.dll,2024-09-17,22:13:28.000000,UTC,Disabled
424,svchost.exe,0x7ffa40ad0000,0x33000,DEVOBJ.dll,C:\Windows\System32\DEVOBJ.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa426d0000,0x12b000,ole32.dll,C:\Windows\System32\ole32.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa410a0000,0x67000,WINTRUST.dll,C:\Windows\System32\WINTRUST.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa35a00000,0x10a000,WINHTTP.dll,C:\Windows\System32\WINHTTP.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa3dcf0000,0x36000,XmlLite.dll,C:\Windows\System32\XmlLite.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa36090000,0x29000,Cabinet.dll,C:\Windows\System32\Cabinet.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa40520000,0x12000,MSASN1.dll,C:\Windows\System32\MSASN1.dll,2024-09-17,22:13:29.000000,UTC,Disabled
424,svchost.exe,0x7ffa42e50000,0x8000,NSI.dll,C:\Windows\System32\NSI.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa36070000,0x17000,dhcpcsvc6.DLL,C:\Windows\SYSTEM32\dhcpcsvc6.DLL,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa36050000,0x1d000,dhcpcsvc.DLL,C:\Windows\SYSTEM32\dhcpcsvc.DLL,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa355a0000,0x98000,webio.dll,C:\Windows\System32\webio.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa36380000,0xb000,WINNSI.DLL,C:\Windows\SYSTEM32\WINNSI.DLL,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa3fb30000,0xca000,DNSAPI.dll,C:\Windows\SYSTEM32\DNSAPI.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa35900000,0xa000,rasadhlp.dll,C:\Windows\System32\rasadhlp.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa35100000,0x80000,fwpuclnt.dll,C:\Windows\System32\fwpuclnt.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b2e0000,0x16000,usermgrcli.dll,C:\Windows\SYSTEM32\usermgrcli.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa3cc20000,0x28000,SAMLIB.dll,c:\windows\system32\SAMLIB.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa345d0000,0x4b000,shsvcs.dll,c:\windows\system32\shsvcs.dll,2024-09-17,22:13:30.000000,UTC,Disabled
424,svchost.exe,0x7ffa344d0000,0xf5000,FVEAPI.dll,c:\windows\system32\FVEAPI.dll,2024-09-17,22:13:31.000000,UTC,Disabled
424,svchost.exe,0x7ffa34650000,0x54000,-,-,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa34790000,0x2d000,ProximityCommon.dll,C:\Windows\system32\ProximityCommon.dll,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa35490000,0x9000,-,-,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa34710000,0x14000,-,-,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f400000,0x96000,firewallapi.dll,C:\Windows\SYSTEM32\firewallapi.dll,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f3c0000,0x36000,fwbase.dll,C:\Windows\system32\fwbase.dll,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f000000,0xd000,HID.DLL,c:\windows\system32\HID.DLL,2024-09-17,22:13:32.000000,UTC,Disabled
424,svchost.exe,0x7ffa34140000,0x41000,wmisvc.dll,c:\windows\system32\wbem\wmisvc.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa340b0000,0x90000,wbemcomn.dll,C:\Windows\SYSTEM32\wbemcomn.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33b50000,0xd4000,iphlpsvc.dll,c:\windows\system32\iphlpsvc.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33b20000,0x26000,NetSetupApi.dll,c:\windows\system32\NetSetupApi.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33af0000,0x24000,httpprxm.dll,C:\Windows\system32\httpprxm.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33ad0000,0x1e000,adhsvc.dll,C:\Windows\system32\adhsvc.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa3af50000,0x9000,httpprxc.dll,C:\Windows\SYSTEM32\httpprxc.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa337e0000,0x52000,srvsvc.dll,c:\windows\system32\srvsvc.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33530000,0x40000,wpnservice.dll,c:\windows\system32\wpnservice.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa3f7d0000,0x34000,rsaenh.dll,C:\Windows\system32\rsaenh.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa400b0000,0xc000,CRYPTBASE.dll,C:\Windows\system32\CRYPTBASE.dll,2024-09-17,22:13:34.000000,UTC,Disabled
424,svchost.exe,0x7ffa33280000,0x11000,SSCORE.DLL,C:\Windows\system32\SSCORE.DLL,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa33270000,0x9000,sscoreext.dll,C:\Windows\SYSTEM32\sscoreext.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa33240000,0x23000,mi.dll,C:\Windows\system32\mi.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa331e0000,0x60000,miutils.dll,C:\Windows\system32\miutils.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa331a0000,0x31000,wmidcom.dll,C:\Windows\system32\wmidcom.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa40b30000,0xa000,DPAPI.DLL,C:\Windows\system32\DPAPI.DLL,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa33100000,0x9c000,RESUTILS.DLL,C:\Windows\system32\RESUTILS.DLL,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa32ff0000,0x10a000,CLUSAPI.dll,C:\Windows\system32\CLUSAPI.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa32e70000,0x176000,wpncore.dll,C:\Windows\System32\wpncore.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa32d90000,0xdb000,winsqlite3.dll,C:\Windows\System32\winsqlite3.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa38260000,0x1ed000,urlmon.dll,C:\Windows\System32\urlmon.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa390f0000,0x2bc000,iertutil.dll,C:\Windows\System32\iertutil.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa38230000,0x28000,srvcli.dll,C:\Windows\System32\srvcli.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa34460000,0x4f000,FWPolicyIOMgr.dll,C:\Windows\system32\FWPolicyIOMgr.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa385c0000,0x7d0000,OneCoreUAPCommonProxyStub.dll,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,2024-09-17,22:13:35.000000,UTC,Disabled
424,svchost.exe,0x7ffa3d6f0000,0xf2000,CoreMessaging.dll,C:\Windows\system32\CoreMessaging.dll,2024-09-17,22:13:38.000000,UTC,Disabled
424,svchost.exe,0x7ffa40ba0000,0xa2000,sxs.dll,C:\Windows\SYSTEM32\sxs.dll,2024-09-17,22:13:43.000000,UTC,Disabled
424,svchost.exe,0x7ffa2ea50000,0x353000,wuaueng.dll,c:\windows\system32\wuaueng.dll,2024-09-17,22:13:43.000000,UTC,Disabled
424,svchost.exe,0x7ffa32a10000,0x335000,ESENT.dll,c:\windows\system32\ESENT.dll,2024-09-17,22:13:43.000000,UTC,Disabled
424,svchost.exe,0x7ffa3da10000,0x90000,apphelp.dll,C:\Windows\system32\apphelp.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa41790000,0x79000,coml2.dll,C:\Windows\System32\coml2.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa2dfa0000,0x17d000,tokenbroker.dll,c:\windows\system32\tokenbroker.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa2df80000,0x13000,TOKENBINDING.dll,c:\windows\system32\TOKENBINDING.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa2f9b0000,0xe9000,Windows.ApplicationModel.dll,C:\Windows\System32\Windows.ApplicationModel.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa3b020000,0x203000,twinapi.appcore.dll,C:\Windows\System32\twinapi.appcore.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa301e0000,0x7f000,OneCoreCommonProxyStub.dll,C:\Windows\System32\OneCoreCommonProxyStub.dll,2024-09-17,22:13:44.000000,UTC,Disabled
424,svchost.exe,0x7ffa33510000,0x19000,samcli.dll,C:\Windows\System32\samcli.dll,2024-09-17,22:13:45.000000,UTC,Disabled
424,svchost.exe,0x7ffa2ced0000,0xa7000,wpnprv.dll,C:\Windows\System32\wpnprv.dll,2024-09-17,22:13:46.000000,UTC,Disabled
424,svchost.exe,0x7ffa3a8c0000,0xf4000,mrmcorer.dll,C:\Windows\SYSTEM32\mrmcorer.dll,2024-09-17,22:13:46.000000,UTC,Disabled
424,svchost.exe,0x7ffa344b0000,0x11000,windows.staterepositorycore.dll,C:\Windows\SYSTEM32\windows.staterepositorycore.dll,2024-09-17,22:13:46.000000,UTC,Disabled
424,svchost.exe,0x7ffa3a490000,0x2d000,bcp47mrm.dll,C:\Windows\SYSTEM32\bcp47mrm.dll,2024-09-17,22:13:46.000000,UTC,Disabled
424,svchost.exe,0x7ffa2cc80000,0xf4000,Windows.Security.Authentication.OnlineId.dll,C:\Windows\System32\Windows.Security.Authentication.OnlineId.dll,2024-09-17,22:13:46.000000,UTC,Disabled
